Fid,Gender,Age,Digital_Material,Author,Latitude,Longitude,Used_Device,Education_Level,Label
172.217.7.195-10.42.0.211-443-37891-6,Female,21,On the Banks of Plum Creek,Laura Ingalls Wilder,30.44310183,-88.88150571,Mobile,University,0
10.42.0.211-10.42.0.1-4319-53-17,Female,19,Rebecca of Sunnybrook Farm,Kate Douglas Smith Wiggin,37.15244454,-118.3281686,Mobile,College,1
10.42.0.211-23.23.129.231-55427-443-6,Male,17,The Ambassadors,Henry James,35.90801414,-78.73318564,Mobile,School,0
10.42.0.42-104.192.110.245-35918-80-6,Male,17,The Secret Agent,Joseph Conrad,35.82095615,-78.52832856,Mobile,School,1
10.42.0.211-69.147.82.60-55022-443-6,Female,17,The House on Mango Street,Sandra Cisneros,36.21649813,-81.65113572,Mobile,School,0
217.69.136.176-10.42.0.151-443-33473-6,Male,17,Go Tell It on the Mountain,James Baldwin,35.66041398,-77.87531346,Mobile,School,1
10.42.0.151-10.42.0.1-14382-53-17,Male,21,The Testament,John Grisham,32.36309264,-97.38983629,Mobile,University,0
10.42.0.1-10.42.0.42-53-49321-17,Male,17,The Clan of the Cave Bear,Jean M. Auel,41.58495116,-87.319957,Mobile,School,0
10.42.0.211-52.84.29.154-57117-443-6,Male,21,Cranford,Elizabeth Cleghorn Gaskell,46.54496822,-110.9036791,Mobile,University,0
202.77.129.146-10.42.0.211-80-49447-6,Male,21,Because of Winn-Dixie,Kate DiCamillo,46.54448071,-110.9038919,Mobile,University,0
172.217.10.99-10.42.0.151-443-52632-6,Male,21,My Side of the Mountain,Jean Craighead George,45.73790686,-108.7009688,Mobile,University,0
202.77.129.161-10.42.0.151-80-34127-6,Male,21,The Runaway Jury,John Grisham,32.2669856,-90.22203519,Mobile,University,1
151.101.21.140-10.42.0.211-443-45971-6,Female,21,The Mouse and the Motorcycle,Beverly Cleary,33.34486914,-89.0553609,Mobile,University,1
10.42.0.211-123.125.29.220-37911-80-6,Male,19,The Lost Symbol,Dan Brown,33.45048847,-88.82077753,Mobile,College,0
10.42.0.211-31.13.67.36-34239-443-6,Female,19,The Forsyte Saga,John Galsworthy,33.45111369,-88.82175741,Mobile,College,0
10.42.0.211-10.42.0.1-62026-53-17,Female,21,Gone Girl,Gillian Flynn,33.46052443,-88.8241531,Mobile,University,0
172.217.12.195-10.42.0.151-443-45636-6,Male,21,The Lightning Thief,Rick Riordan,33.4666068,-88.81949165,Mobile,University,1
172.217.10.99-10.42.0.42-443-39174-6,Female,17,The Last Days of Pompeii,Edward Bulwer Lytton,35.28382376,-119.1120781,Mobile,School,1
172.217.11.42-10.42.0.42-443-48085-6,Female,21,The Reader,Bernhard Schlink,33.91864423,-117.2169387,Mobile,University,1
151.101.1.140-10.42.0.211-443-48053-6,Female,17,Caddie Woodlawn,Carol Ryrie Brink,33.51951767,-88.74062584,Mobile,School,1
172.217.10.100-10.42.0.42-443-36855-6,Female,17,The Tale of Despereaux,Kate DiCamillo,37.52126305,-97.00410423,Mobile,School,1
10.42.0.151-119.146.74.33-41897-443-6,Female,21,The Girl Who Kicked the Hornet's Nest,Stieg Larsson,33.59537848,-88.63178907,Mobile,University,0
10.42.0.151-103.7.30.118-55891-80-6,Female,17,Dear Mr. Henshaw,Beverly Cleary,33.59306244,-88.63020782,Mobile,School,1
172.217.12.206-10.42.0.211-443-35441-6,Female,21,The Killer Angels,Michael Shaara,33.6033479,-88.64456609,Mobile,University,0
172.217.3.112-10.42.0.151-443-34768-6,Female,17,Chronicle of a Death Foretold,Gabriel Garc¡a M rquez,41.94985052,-84.99658115,Computer,School,0
10.42.0.211-10.42.0.1-44820-53-17,Female,19,The Five People You Meet In Heaven,Mitch Albom,33.72415478,-88.94747022,Mobile,College,0
216.58.219.202-10.42.0.151-443-47455-6,Female,17,The Master and Margarita,Mikhail Bulgakov,33.5919222,-88.65421053,Mobile,School,1
10.42.0.151-112.80.248.187-50053-80-6,Male,17,"Winesburg, Ohio",Sherwood Anderson,33.62995566,-88.66181104,Mobile,School,0
174.35.73.174-10.42.0.211-80-35224-6,Male,17,"""P"" Is for Peril",Sue Grafton,31.85156838,-90.38688352,Mobile,School,1
10.42.0.211-10.42.0.1-64255-53-17,Male,17,My Sister's Keeper,Jodi Picoult,33.49677516,-90.19131478,Mobile,School,0
151.101.118.2-10.42.0.42-443-52260-6,Male,17,Barnaby Rudge,Charles Dickens,33.46874165,-88.5329953,Mobile,School,1
172.217.12.163-10.42.0.211-443-33652-6,Male,21,Howards End,E.M. Forster,33.47933678,-88.6384258,Mobile,University,0
10.42.0.211-64.71.142.124-35311-80-6,Male,19,The Broker,John Grisham,32.53433719,-90.19818275,Mobile,College,1
10.42.0.211-10.42.0.1-55232-53-17,Female,19,The Camel Club,David Baldacci,31.28146597,-90.46308824,Mobile,College,1
10.42.0.151-14.204.144.143-39580-80-6,Female,17,The Rainbow,D.H. Lawrence,31.24413076,-90.4624315,Mobile,School,0
10.42.0.42-121.12.98.62-36298-80-6,Female,17,The Man In the Iron Mask,Alexandre Dumas,32.93541829,-117.0955736,Mobile,School,1
172.217.10.10-10.42.0.211-443-33897-6,Female,17,Mary Poppins,P.L. Travers,37.3440606,-121.8523482,Mobile,School,0
172.217.3.110-10.42.0.42-443-39708-6,Male,21,Artemis Fowl,Eoin Colfer,37.32157779,-121.8866069,Mobile,University,0
10.42.0.151-10.42.0.1-8643-53-17,Male,21,Dear John,Nicholas Sparks,43.14133174,-93.39338534,Computer,University,1
10.42.0.211-54.192.38.18-60878-443-6,Female,21,Cold Mountain,Charles Frazier,38.8017356,-82.26924347,Mobile,University,1
175.100.207.231-10.42.0.151-80-33050-6,Female,17,Flowers for Algernon,Daniel Keyes,43.12533873,-93.47680179,Mobile,School,0
10.42.0.211-10.42.0.1-2162-53-17,Male,19,The Dark Is Rising,Susan Cooper,43.12426891,-93.47833041,Mobile,College,1
10.42.0.211-23.23.207.243-59426-443-6,Female,21,Resurrection,Leo Tolstoy,41.62218049,-91.51304906,Mobile,University,0
10.42.0.211-52.26.183.201-37035-443-6,Female,17,Fearless Fourteen,Janet Evanovich,42.81840644,-95.80306947,Computer,School,1
192.229.173.173-10.42.0.211-443-50037-6,Male,17,A Sentimental Journey Through France and Italy,Laurence Sterne,41.58324865,-93.86828774,Mobile,School,0
10.42.0.211-23.194.140.226-48032-80-6,Female,21,The King of Torts,John Grisham,43.59283246,-116.4053302,Mobile,University,1
182.22.120.252-10.42.0.151-443-43856-6,Female,17,The Graveyard Book,Neil Gaiman,33.75616115,-87.05498007,Computer,School,0
172.217.10.74-10.42.0.151-443-54044-6,Male,17,The Quiet American,Graham Greene,34.00376015,-88.75483431,Mobile,School,0
10.42.0.211-64.71.142.125-60580-443-6,Female,21,The Chamber,John Grisham,33.20977977,-87.13771175,Mobile,University,0
183.136.237.235-10.42.0.211-80-42976-6,Female,17,The English Patient,Michael Ondaatje,34.52333685,-89.94532146,Mobile,School,0
182.22.120.234-10.42.0.151-443-58699-6,Female,19,Snow Falling on Cedars,David Guterson,31.29475646,-90.43671396,Computer,College,0
10.42.0.151-54.230.38.181-53568-80-6,Female,21,The Long Winter,Laura Ingalls Wilder,34.25394789,-89.02161365,Mobile,University,1
10.42.0.211-113.108.216.233-42254-80-6,Male,17,"Sarah, Plain and Tall",Patricia MacLachlan,38.65990011,-90.28002422,Mobile,School,1
172.217.12.202-10.42.0.211-443-33707-6,Female,17,Cross Country,James Patterson,37.06559585,-94.54246042,Mobile,School,0
10.42.0.42-87.240.165.91-49023-80-6,Male,17,The Spy Who Came In from the Cold,John Le Carr‚,38.60799444,-90.22333828,Mobile,School,0
10.42.0.211-104.193.88.109-35300-80-6,Female,21,A Game of Thrones,George R.R. Martin,39.04835536,-94.58342063,Mobile,University,0
172.217.11.14-10.42.0.211-443-33680-6,Male,21,The Thorn Birds,Colleen McCullough,38.46413491,-93.62570828,Mobile,University,1
172.217.10.234-10.42.0.42-443-47299-6,Female,17,Old Yeller,Fred Gipson,39.5905102,-104.9706248,Mobile,School,1
172.217.10.138-10.42.0.151-443-45248-6,Male,17,"Ramona Quimby, Age 8",Beverly Cleary,36.46345824,-82.86660038,Mobile,School,1
10.42.0.42-108.174.10.10-46775-443-6,Male,21,Death In Venice,Thomas Mann,45.86162142,-108.9296957,Computer,University,1
192.229.173.173-10.42.0.151-443-35041-6,Male,17,By the Shores of Silver Lake,Laura Ingalls Wilder,42.11334844,-96.35518786,Computer,School,1
8.43.72.27-10.42.0.211-443-47486-6,Male,21,Inferno,Dan Brown,43.64610097,-116.561896,Mobile,University,0
10.42.0.211-112.80.248.187-33111-80-6,Female,21,Schindler's List,Thomas Keneally,43.48904114,-112.0368529,Computer,University,1
183.79.248.252-10.42.0.211-443-55924-6,Female,19,Jonathan Livingston Seagull,Richard Bach,43.55744903,-116.3459412,Mobile,College,0
10.42.0.211-23.206.125.17-54387-80-6,Male,19,The Stand,Stephen King,36.58884272,-94.77535396,Mobile,College,0
180.149.138.210-10.42.0.211-80-36047-6,Male,19,The Last Juror,John Grisham,43.58356119,-116.4050292,Mobile,College,0
10.42.0.1-10.42.0.42-53-33054-17,Male,17,Shiloh,Phyllis Reynolds Naylor,42.57531841,-114.4386829,Mobile,School,1
10.42.0.211-125.39.133.40-57493-80-6,Male,19,Girl With a Pearl Earring,Tracy Chevalier,40.5315694,-90.07680914,Computer,College,0
10.42.0.151-65.52.108.74-60281-443-6,Male,17,The Murder of Roger Ackroyd,Agatha Christie,38.29306769,-88.90283252,Mobile,School,1
10.42.0.1-10.42.0.42-53-10941-17,Female,21,It,Stephen King,37.16170783,-88.73899225,Mobile,University,0
151.101.22.2-10.42.0.151-443-47429-6,Male,21,The Rainmaker,John Grisham,40.55827874,-90.02387614,Mobile,University,1
172.217.10.106-10.42.0.211-443-58335-6,Male,17,The Poisonwood Bible,Barbara Kingsolver,41.79097942,-88.35066085,Mobile,School,0
10.42.0.151-104.208.28.54-54804-443-6,Male,21,The Indian in the Cupboard,Lynne Reid Banks,44.47139729,-73.16545439,Mobile,University,1
220.243.235.201-10.42.0.211-80-54554-6,Female,21,The Maltese Falcon,Dashiell Hammett,38.82675706,-90.68648498,Mobile,University,1
172.217.3.99-10.42.0.151-443-51552-6,Male,21,The Warden,Anthony Trollope,37.385025,-89.63939529,Mobile,University,0
10.42.0.42-59.38.112.48-46199-443-6,Male,17,The Summons,John Grisham,38.54579823,-90.39848935,Computer,School,1
183.79.17.104-10.42.0.42-443-50382-6,Male,17,Encyclopedia Brown: Boy Detective,Donald J. Sobol,28.03416395,-80.61614214,Mobile,School,0
172.217.10.130-10.42.0.211-443-38204-6,Female,19,The Time Traveler's Wife,Audrey Niffenegger,38.61913283,-90.23706713,Mobile,College,0
10.42.0.151-103.235.46.212-50769-443-6,Male,19,The Incredible Journey,Sheila Burnford,28.24821919,-80.73664051,Mobile,College,1
10.42.0.211-10.42.0.1-3264-53-17,Male,17,Daughter of Fortune,Isabel Allende,38.83135844,-91.04448027,Mobile,School,1
172.217.6.206-10.42.0.211-443-47222-6,Female,17,Shirley,Charlotte Bront‰,45.86123928,-95.39576834,Mobile,School,0
220.243.237.154-10.42.0.211-80-44910-6,Female,19,"Bud, Not Buddy",Christopher Paul Curtis,45.38268038,-92.86814292,Mobile,College,1
172.217.12.206-10.42.0.151-443-50331-6,Female,17,The Horse Whisperer,Nicholas Evans,44.90105617,-93.42132486,Mobile,School,0
172.217.12.206-10.42.0.211-443-39127-6,Male,21,The Street Lawyer,John Grisham,45.05368513,-93.38655424,Mobile,University,1
131.253.61.64-10.42.0.151-443-50175-6,Male,21,Nausea,Jean-Paul Sartre,41.36579203,-72.21223981,Mobile,University,0
10.42.0.211-10.42.0.1-39527-53-17,Female,17,To Have and Have Not,Ernest Hemingway,32.67475884,-95.70675362,Mobile,School,1
172.217.11.10-10.42.0.211-443-54138-6,Female,21,The Bridges of Madison County,Robert James Waller,41.80175948,-89.9666657,Mobile,University,0
205.185.216.10-10.42.0.211-80-40604-6,Male,19,Anne of the Island,L.M. Montgomery,39.99733886,-89.60287256,Mobile,College,0
10.42.0.211-66.198.24.243-45434-80-6,Female,17,The Winter of Our Discontent,John Steinbeck,38.90952581,-90.06122838,Mobile,School,0
10.42.0.151-115.239.210.141-40863-443-6,Male,17,The Shining,Stephen King,38.32413118,-88.74495786,Mobile,School,0
202.77.129.150-10.42.0.211-80-35163-6,Female,21,The Tenant of Wildfell Hall,Anne Bront‰,39.97018873,-87.82272791,Mobile,University,0
172.217.12.170-10.42.0.151-443-49523-6,Female,21,First Family,David Baldacci,39.97017413,-87.82270951,Mobile,University,1
10.42.0.42-52.84.29.55-32882-443-6,Female,21,The Partner,John Grisham,40.06626683,-87.70837685,Mobile,University,1
172.217.12.195-10.42.0.42-443-47288-6,Male,19,The Girl on the Train,Paula Hawkins,38.50929852,-89.97851733,Mobile,College,0
10.42.0.151-119.146.74.33-41898-443-6,Female,21,The Black Arrow: A Tale of the Two Roses,Robert Louis Stevenson,41.7355125,-87.81950497,Mobile,University,0
182.22.31.124-10.42.0.211-443-57818-6,Male,21,The Rise of Silas Lapham,William Dea Howells,41.88835023,-87.75570267,Mobile,University,0
221.228.208.97-10.42.0.211-80-60434-6,Female,17,The Choice,Nicholas Sparks,38.54928056,-90.05634943,Mobile,School,1
10.42.0.151-64.71.142.95-43879-443-6,Female,17,The Virginian: A Horseman of the Plains,Owen Wister,42.41912896,-88.62182123,Mobile,School,1
175.100.207.232-10.42.0.42-80-40335-6,Female,17,A Walk to Remember,Nicholas Sparks,35.12778685,-78.89936643,Mobile,School,1
172.217.11.2-10.42.0.211-443-34919-6,Male,17,The Maze Runner,James Dashner,40.08878694,-91.29040835,Mobile,School,1
131.253.61.80-10.42.0.211-443-56829-6,Female,21,The Westing Game,Ellen Raskin,39.32043466,-88.45978088,Mobile,University,1
219.142.78.162-10.42.0.211-80-49251-6,Male,17,Misty of Chincoteague,Marguerite Henry,41.52184744,-88.01517886,Mobile,School,0
202.77.129.150-10.42.0.42-80-60115-6,Male,17,Diary of a Wimpy Kid: The Last Straw,Jeff Kinney,45.00623532,-123.0397118,Mobile,School,1
183.232.118.20-10.42.0.211-80-60097-6,Male,17,King Solomon's Mines,H. Rider Haggard,41.2955544,-89.50934063,Computer,School,0
203.205.191.25-10.42.0.151-80-54167-6,Male,17,The Princess of Cleves,Madame de (Marie-Madeleine Pioche de La Vergne) La Fayett,38.51572939,-89.98720552,Mobile,School,0
192.229.163.180-10.42.0.151-443-39531-6,Female,21,Jacob Have I Loved,Katherine Paterson,39.82596982,-86.09910854,Mobile,University,0
180.149.138.210-10.42.0.211-80-40559-6,Female,19,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,40.04857778,-86.00262093,Mobile,College,1
10.42.0.151-10.42.0.1-55591-53-17,Male,21,Misery,Stephen King,39.0741916,-87.27176239,Computer,University,0
10.42.0.211-10.42.0.1-6370-53-17,Female,17,The Cider House Rules,John Irving,39.76648603,-86.21205744,Mobile,School,1
172.217.12.205-10.42.0.151-443-44810-6,Female,21,King of the Wind,Marguerite Henry,39.74202658,-85.42917955,Mobile,University,0
10.42.0.211-77.234.44.201-35650-80-6,Male,21,The Once and Future King,T. H. White,41.68107487,-86.28812315,Tab,University,1
10.42.0.42-119.146.74.34-50461-80-6,Female,21,The Witches,Roald Dahl,39.77725837,-86.1545962,Mobile,University,0
162.208.22.39-10.42.0.211-443-57667-6,Female,19,The Subtle Knife,Philip Pullman,40.41087021,-86.87244604,Mobile,College,1
10.42.0.151-10.42.0.1-63271-53-17,Male,17,When You Reach Me,Rebecca Stead,38.94741297,-84.86093038,Mobile,School,1
10.42.0.211-114.134.80.163-36890-443-6,Female,21,Carrie,Stephen King,37.83444308,-87.58340691,Mobile,University,0
10.42.0.211-64.71.142.95-47104-443-6,Male,17,The Moon and Sixpence,W. Somerset Maugham,38.9635503,-87.4019845,Mobile,School,1
10.42.0.211-23.206.162.129-41617-80-6,Male,21,The Higher Power of Lucky,Susan Patron,37.348768,-83.47396044,Mobile,University,1
10.42.0.211-123.125.29.138-56162-80-6,Female,21,"Looking Backward, 2000-1887",Edward Bellamy,30.5152936,-91.13775857,Mobile,University,1
172.217.12.176-10.42.0.151-443-35358-6,Female,21,The Wings of the Dove,Henry James,29.92463727,-90.1024021,Mobile,University,0
10.42.0.211-123.125.29.220-57843-80-6,Female,21,The Summer of the Swans,Betsy Cromer Byars,29.96329723,-90.07909734,Mobile,University,1
180.163.251.231-10.42.0.211-80-34507-6,Male,17,Dangerous Liaisons,Choderlos de Laclos,30.47638677,-91.15382173,Mobile,School,0
172.217.11.35-10.42.0.151-443-39503-6,Male,17,Jurassic Park,Michael Crichton,29.96563036,-90.03694303,Mobile,School,1
10.42.0.211-104.192.110.245-46181-443-6,Female,21,The Absolutely True Diary of a Part-time Indian,Sherman Alexie,30.1872391,-93.17648136,Mobile,University,0
10.42.0.211-123.125.115.164-40316-443-6,Male,17,The Grey King,Susan Cooper,29.93631128,-90.08372232,Mobile,School,1
172.217.10.74-10.42.0.42-443-49166-6,Male,21,The Leopard,Giuseppe Tomasi di Lampedusa,30.16322017,-81.74552747,Mobile,University,0
10.42.0.151-54.239.26.255-58404-443-6,Female,17,The Mammoth Hunters,Jean M. Auel,37.00710274,-86.45494892,Mobile,School,0
10.42.0.42-52.40.87.241-36871-443-6,Female,19,The Trumpet of the Swan,E.B. White,26.44177575,-81.45922153,Computer,College,0
10.42.0.211-23.205.20.233-41205-80-6,Male,17,The Lucky One,Nicholas Sparks,48.59436903,-93.42677084,Mobile,School,0
10.42.0.211-106.39.162.36-54466-80-6,Male,19,These Happy Golden Years,Laura Ingalls Wilder,45.04660456,-93.30771894,Mobile,College,0
10.42.0.151-31.13.80.5-52254-443-6,Male,19,Arrowsmith,Sinclair Lewis,25.81254785,-80.27440814,Mobile,College,1
10.42.0.211-106.11.135.2-54385-80-6,Female,19,Julie of the Wolves,Jean Craighead George,40.83789706,-73.86579862,Mobile,College,1
172.217.12.195-10.42.0.151-443-55355-6,Female,21,The Screwtape Letters,C.S. Lewis,45.30019281,-93.78168363,Mobile,University,0
10.42.0.211-58.63.236.212-38725-443-6,Male,17,The Fall,Albert Camus,25.82148113,-80.28637386,Computer,School,0
10.42.0.211-10.42.0.1-4227-53-17,Male,21,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,36.15686861,-94.08733252,Mobile,University,0
10.42.0.151-10.42.0.1-1958-53-17,Female,17,Worst Case,James Patterson,44.96837781,-93.15732667,Computer,School,1
10.42.0.211-54.239.17.112-37996-443-6,Male,19,Lost Horizon,James Hilton,26.21009673,-81.5468776,Mobile,College,1
180.149.134.221-10.42.0.211-80-41338-6,Male,21,The Gunslinger,Stephen King,30.37448889,-81.71934939,Mobile,University,1
10.42.0.211-91.190.219.45-44023-12350-6,Female,21,The Slave Dancer,Paula Fox,27.42866746,-82.39460412,Mobile,University,1
10.42.0.211-10.42.0.1-53499-53-17,Male,19,Harry Potter and the Half-Blood Prince,J.K. Rowling,29.98114085,-90.08695846,Mobile,College,1
10.42.0.211-10.42.0.1-53799-53-17,Female,17,Inkheart,Cornelia Funke,27.29425267,-80.81979463,Mobile,School,0
172.217.10.72-10.42.0.42-443-56621-6,Female,17,Ramona and her Father,Beverly Cleary,29.30120301,-82.19416517,Mobile,School,1
10.42.0.1-10.42.0.42-53-40785-17,Male,19,Inkspell,Cornelia Funke,29.97055987,-90.1244759,Computer,College,0
151.101.117.140-10.42.0.211-443-45529-6,Male,17,Ramona the Pest,Beverly Cleary,29.99472166,-90.03410236,Tab,School,0
10.42.0.1-10.42.0.42-53-65087-17,Female,19,Walk Two Moons,Sharon Creech,30.26640322,-91.25410886,Mobile,College,0
10.42.0.211-54.235.202.23-35685-443-6,Male,21,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,30.54104535,-91.19471577,Mobile,University,1
10.42.0.211-125.39.133.40-51263-80-6,Male,21,The Chocolate War,Robert Cormier,29.97894652,-90.10580252,Mobile,University,0
202.77.129.150-10.42.0.211-80-49358-6,Female,21,Sophie's Choice,William Styron,29.92325877,-90.08504619,Mobile,University,1
10.42.0.211-123.125.29.220-46133-80-6,Male,19,Looking for Alaska,John Green,28.37632636,-82.54942564,Mobile,College,0
10.42.0.42-111.221.77.175-46360-40028-17,Male,17,Breakfast at Tiffany's,Truman Capote,44.95495676,-92.92920648,Mobile,School,1
172.217.10.74-10.42.0.211-443-46090-6,Male,17,The Razor's Edge,W. Somerset Maugham,44.62161119,-93.77023249,Mobile,School,0
172.217.10.106-10.42.0.151-443-34138-6,Male,17,Dreamcatcher,Stephen King,46.29049226,-96.06467511,Computer,School,1
10.42.0.42-74.125.202.188-33637-5228-6,Male,19,Orlando,Virginia Woolf,45.13282031,-94.52284053,Mobile,College,1
10.42.0.211-98.139.180.180-53669-443-6,Male,17,The Things they Carried,Tim O'Brien,43.66158602,-96.2161232,Mobile,School,0
172.217.10.35-10.42.0.211-443-36075-6,Female,17,Little Town on the Prairie,Laura Ingalls Wilder,26.76924722,-80.1073169,Computer,School,1
172.217.3.106-10.42.0.151-443-40714-6,Male,17,Nights in Rodanthe,Nicholas Sparks,30.27012429,-92.0294819,Mobile,School,0
10.42.0.151-72.21.207.148-60103-443-6,Female,17,The Amber Spyglass,Philip Pullman,30.09577285,-92.00585325,Computer,School,0
10.42.0.151-66.231.239.124-47217-443-6,Male,17,The Miraculous Journey of Edward Tulane,Kate DiCamillo,29.94813246,-90.04874074,Mobile,School,1
10.42.0.211-10.42.0.1-36742-53-17,Male,17,Flatland,Edwin A. Abbott,30.02666578,-89.97429435,Mobile,School,1
180.76.174.197-10.42.0.211-80-52228-6,Female,17,Diary of a Wimpy Kid,Jeff Kinney,18.281434,-67.13686001,Mobile,School,0
10.42.0.42-125.211.204.209-45251-80-6,Female,19,The Memory Keeper's Daughter,Kim Edwards,18.42666267,-67.15520465,Computer,College,1
10.42.0.211-104.192.108.27-41985-80-6,Female,19,The Wedding,Nicholas Sparks,39.31362704,-77.46975227,Mobile,College,0
10.42.0.211-10.42.0.1-51784-53-17,Female,17,Fried Green Tomatoes at the Whistle-Stop Cafe,Fannie Flagg,42.18499271,-112.2438209,Mobile,School,1
10.42.0.151-10.42.0.1-47037-53-17,Male,17,The Cricket in Times Square,George Selden,39.22649626,-76.81274756,Mobile,School,0
172.217.11.10-10.42.0.211-443-33085-6,Male,17,The Phantom Tollbooth,Norton Juster,43.04585791,-84.38868368,Mobile,School,1
10.42.0.211-10.42.0.1-21459-53-17,Male,17,Rob Roy,Walter Scott,44.97569913,-93.27745014,Mobile,School,0
10.42.0.151-10.42.0.1-3445-53-17,Female,19,The Death of Ivan Ilych,Leo Tolstoy,45.03444941,-93.30537086,Mobile,College,0
10.42.0.42-123.125.29.220-48864-80-6,Female,21,Alex Cross's Trial,James Patterson,44.96192673,-93.24608746,Mobile,University,0
10.42.0.211-64.71.142.96-38238-443-6,Female,19,Kenilworth,Walter Scott,45.02859798,-93.01636362,Mobile,College,0
180.149.136.194-10.42.0.211-80-50585-6,Female,17,The Life and Opinions of Tristram Shandy,Laurence Sterne,43.41123687,-88.16375827,Mobile,School,0
10.42.0.211-103.7.30.118-35226-80-6,Female,17,The Remains of theDay,Kazuo Ishiguro,46.84863572,-96.72311199,Computer,School,1
182.22.24.252-10.42.0.151-443-38568-6,Female,17,"M.C. Higgins, The Great",Virginia Hamilton,44.74995281,-93.45157535,Computer,School,1
172.217.10.110-10.42.0.151-443-53942-6,Female,19,Go Set a Watchman,Harper Lee,41.6676758,-85.96855331,Computer,College,0
10.42.0.151-23.208.31.187-37957-80-6,Female,21,Bleachers,John Grisham,35.03408639,-79.0671077,Mobile,University,0
10.42.0.151-123.125.115.190-35101-80-6,Female,17,Elijah of Buxton,Christopher Paul Curtis,44.0740893,-88.29790387,Mobile,School,0
10.42.0.211-66.102.255.61-35485-443-6,Female,21,Swimsuit,James Patterson,43.6689666,-92.97914409,Mobile,University,1
10.42.0.42-108.174.11.1-38710-80-6,Female,17,"The Lion, the Witch, and the Wardrobe",C.S. Lewis,41.87670535,-73.34134749,Mobile,School,1
10.42.0.211-10.42.0.1-10388-53-17,Male,17,The Hunchback of Notre Dame,Victor Hugo,41.64532795,-83.47613438,Mobile,School,1
10.42.0.211-115.239.210.141-50523-443-6,Female,17,Pinocchio,Carlo Collodi,38.28220504,-121.9620413,Tab,School,1
172.217.10.131-10.42.0.42-443-35126-6,Male,17,One Hundred Years of Solitude,Gabriel Garc¡a M rquez,32.35151041,-90.87384402,Computer,School,1
10.42.0.211-104.192.110.245-53237-443-6,Male,19,Ivanhoe,Walter Scott,34.60793979,-98.09335728,Computer,College,0
10.42.0.211-77.234.44.199-57177-80-6,Female,19,The Red Badge of Courage,Stephen Crane,42.75004275,-71.42409195,Mobile,College,1
202.77.129.161-10.42.0.211-80-56044-6,Female,17,Anne of Green Gables,L.M. Montgomery,41.76108246,-72.69116193,Mobile,School,0
10.42.0.211-119.146.74.31-58754-443-6,Female,19,Black Beauty,Anna Sewell,41.80400419,-72.7047234,Mobile,College,0
10.42.0.211-36.110.213.174-57684-443-6,Female,21,Peter Pan,J.M. Barrie,41.79532894,-72.68261973,Mobile,University,0
10.42.0.151-10.42.0.1-6781-53-17,Male,21,A Farewell to Arms,Ernest Hemingway,41.67286118,-72.76023499,Mobile,University,1
10.42.0.211-23.206.173.182-34057-80-6,Female,21,The House of the Seven Gables,Nathaniel Hawthorne,35.94165544,-77.80112826,Mobile,University,0
172.217.6.238-10.42.0.151-443-46281-6,Female,21,Lord of the Flies,William Golding,36.13583348,-81.18444413,Mobile,University,1
151.101.1.134-10.42.0.151-443-35333-6,Female,21,The Prince and the Pauper,Mark Twain,34.16697131,-81.27330617,Mobile,University,0
10.42.0.1-10.42.0.42-53-11034-17,Male,21,A Portrait of the Artist as a Young Man,James Joyce,43.0624362,-75.88632415,Mobile,University,1
10.42.0.211-119.146.74.33-46477-443-6,Male,17,Lord Jim,Joseph Conrad,41.79530334,-72.68260101,Mobile,School,0
182.22.24.124-10.42.0.151-443-43944-6,Male,17,Harry Potter and the Chamber of Secrets,J.K. Rowling,41.66540806,-72.76161541,Mobile,School,1
172.217.12.206-10.42.0.211-80-52303-6,Female,19,The Red & the Black,Stendhal,41.35031925,-72.21351976,Mobile,College,1
10.42.0.211-77.234.44.79-49130-443-6,Female,19,The Stranger,Albert Camus,41.50999752,-72.11201942,Tab,College,0
172.217.10.3-10.42.0.211-443-39660-6,Female,19,The Trial,Franz Kafka,41.33876111,-73.51278007,Mobile,College,1
10.42.0.42-69.147.82.61-58917-443-6,Male,21,Lady Chatterley's Lover,D.H. Lawrence,43.96586594,-89.80262032,Mobile,University,0
140.205.134.25-10.42.0.151-443-38414-6,Female,17,Kidnapped: The Adventures of David Balfour,Robert Louis Stevenson,35.81484005,-94.63375199,Computer,School,0
10.42.0.151-10.42.0.1-10258-53-17,Male,19,The Catcher in the Rye,J.D. Salinger,38.37921516,-81.81244265,Computer,College,1
10.42.0.151-123.125.46.11-46458-80-6,Female,19,A Journey to the Center of the Earth,Jules Verne,47.42208082,-120.3151113,Mobile,College,1
140.205.134.25-10.42.0.211-443-52740-6,Female,17,Vanity Fair,William Makepeace Thackeray,46.55058178,-120.3818783,Mobile,School,0
220.243.219.55-10.42.0.211-80-56697-6,Male,17,All Quiet on the Western Front,Erich Maria Remarque,41.81907548,-73.0932374,Mobile,School,1
172.217.9.238-10.42.0.42-443-60602-6,Female,17,Gone with the Wind,Margaret Mitchell,41.30433837,-73.16992996,Mobile,School,0
180.149.135.239-10.42.0.211-80-35690-6,Male,21,My ?ntonia,Willa Cather,41.55615514,-73.01981355,Mobile,University,1
